"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"641","PAR-1880","81fe84c3-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Caballero",1880-09-04,1886-11-25,"Irregular","Regular","Regular","M",1839
"642","PAR-1886","81feb592-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Escobar",1886-11-25,1890-11-25,"Regular","Regular","Regular","M",1843
"643","PAR-1890","81feb593-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Gonzalez",1890-11-25,1894-06-09,"Regular","Irregular","Unknown","M",1851
"644","PAR-1894-2","81feb595-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Egusquiza",1894-11-25,1898-11-25,"Regular","Regular","Regular","M",1845
"645","PAR-1898","81feb596-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Aceval",1898-11-25,1902-01-09,"Regular","Irregular","Unknown","M",1854
"646","PAR-1902-2","81fee667-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Escurra",1902-08-25,1904-12-19,"Regular","Irregular","Unknown","M",1859
"647","PAR-1904","81fee668-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Gaona",1904-12-19,1905-12-08,"Irregular","Irregular","Unknown","M",1846
"648","PAR-1905","81fee669-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Baez",1905-12-08,1906-11-25,"Irregular","Regular","Regular","M",1862
"649","PAR-1906","81fee66a-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Ferreira",1906-11-25,1908-07-04,"Irregular","Irregular","Unknown","M",1840
"650","PAR-1908","81fee66b-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Gonzalez Navero",1908-07-05,1910-11-25,"Irregular","Regular","Regular","M",1861
"651","PAR-1912-3","81ff173e-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Schaerer",1912-08-15,1916-08-15,"Regular","Regular","Regular","M",1873
"652","PAR-1916","81ff173f-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Manuel Franco",1916-08-15,1919-06-05,"Regular","Natural Death","Regular","M",1871
"653","PAR-1919","81ff480e-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Montero",1919-06-05,1920-08-15,"Regular","Regular","Regular","M",1879
"654","PAR-1920","81ff173a-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Gondra",1920-08-15,1921-10-30,"Regular","Irregular","Removed by Other Government Actors, without Foreign Support","M",1871
"655","PAR-1921-2","81ff4810-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Ayala Eusebio",1921-11-03,1923-04-10,"Irregular","Regular","Regular","M",1874
"656","PAR-1923","81ff4811-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Ayala Eligio",1923-04-10,1924-04-12,"Regular","Regular","Regular","M",1880
"657","PAR-1924-2","81ff4811-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Ayala Eligio",1924-08-15,1928-08-15,"Regular","Regular","Regular","M",1880
"658","PAR-1928","81ff4813-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Guggiari",1928-08-15,1931-10-26,"Regular","Regular","Regular","M",1884
"659","PAR-1932-2","81ff4810-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Ayala Eusebio",1932-08-15,1936-02-19,"Regular","Irregular","Removed by Military, without Foreign Support","M",1874
"660","PAR-1936","81ff78e2-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Rafael Franco",1936-02-19,1937-08-16,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1897
"661","PAR-1937","81ff480f-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Paiva",1937-08-16,1939-08-15,"Irregular","Regular","Regular","M",1877
"662","PAR-1939","81ff78e3-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Estigarribia",1939-08-15,1940-09-05,"Regular","Natural Death","Regular","M",1888
"663","PAR-1940","0edcc4a0-df39-11e5-ba44-bb6d7c1a9a58",150,"PAR","Paraguay","Americas","Higinio Morínigo",1940-09-08,1948-06-03,"Regular","Irregular","Removed by Other Government Actors, without Foreign Support","M",1897
"664","PAR-1949-3","81ffa9b7-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Chavez",1949-09-10,1954-05-06,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1882
"665","PAR-1954-2","81ffa9b9-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Stroessner",1954-07-11,1989-02-03,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1912
"666","PAR-1989","81ffa9ba-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Rodriguez Pedotti",1989-02-03,1993-08-15,"Irregular","Regular","Regular","M",1924
"667","PAR-1993","81ffa9bb-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Wasmosy Monti",1993-08-15,1998-08-15,"Regular","Regular","Regular","M",1938
"668","PAR-1999","81ffda8b-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Gonzalez Macchi",1999-03-28,2003-08-15,"Regular","Regular","Regular","M",1947
"669","PAR-2003","81ffda8c-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Nicanor Duarte Frutos",2003-08-15,2008-08-15,"Regular","Regular","Regular","M",1956
"670","PAR-2008","8250bb5c-1e42-11e4-b4cd-db5882bf8def",150,"PAR","Paraguay","Americas","Fernando Lugo",2008-08-15,2012-06-22,"Regular","Regular","Regular","M",1951
"671","PAR-2012","2c772280-3481-11e4-8dba-bbcd9ed46413",150,"PAR","Paraguay","Americas","Federico Franco",2012-06-22,2013-08-15,"Regular","Regular","Regular","M",1962
"672","PAR-2013","2b37a453-3481-11e4-8dba-bbcd9ed46413",150,"PAR","Paraguay","Americas","Horacio Cartes",2013-08-15,2018-08-15,"Regular","Regular","Still in Office","M",1956
"673","PAR_2018_1",NA,150,"PAR","Paraguay","Americas","Mario Abdo Benitez",2018-08-15,2023-08-15,"Regular","Regular","Regular","M",1971
"674","CHL-1871","81ffda8d-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","F.  Errazuriz Zanartu",1871-09-18,1876-09-18,"Regular","Regular","Regular","M",1825
"675","CHL-1876","81ffda8e-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Pinto",1876-09-18,1881-09-18,"Regular","Regular","Regular","M",1825
"676","CHL-1881","82000b5e-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Santa Maria",1881-09-18,1886-09-18,"Regular","Regular","Regular","M",1825
"677","CHL-1886","82000b5f-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Balmaceda",1886-09-18,1891-08-28,"Regular","Irregular","Unknown","M",1840
"678","CHL-1891","82000b60-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","J. Montt-Alvarez",1891-08-31,1896-09-18,"Irregular","Regular","Regular","M",1845
"679","CHL-1896","82000b61-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","F. Errazuriz Echaurren",1896-09-18,1901-05-01,"Regular","Retired Due to Ill Health","Regular","M",1850
"680","CHL-1901-2","82000b63-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Riesco Errazuriz",1901-08-18,1906-09-18,"Regular","Regular","Regular","M",1854
"681","CHL-1906","82003c3c-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","P. Montt",1906-09-18,1910-08-16,"Regular","Natural Death","Regular","M",1848
"682","CHL-1910-2","82003c3e-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Figueroa Larrain",1910-09-06,1911-09-18,"Regular","Regular","Regular","M",1866
"683","CHL-1911","82006d10-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Lucco",1911-09-18,1915-12-23,"Regular","Regular","Regular","M",1835
"684","CHL-1915","82006d11-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Sanfuentes",1915-12-23,1920-12-23,"Regular","Regular","Regular","M",1858
"685","CHL-1920","82006d12-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Alessandri y Palma",1920-12-23,1924-09-08,"Regular","Irregular","Removed by Military, without Foreign Support","M",1868
"686","CHL-1925-4","82003c3e-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Figueroa Larrain",1925-12-23,1927-04-09,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1866
"687","CHL-1927","82009de5-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Ibanez del Campo",1927-04-09,1931-07-26,"Irregular","Regular","Regular","M",1877
"688","CHL-1932-6","82006d12-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Alessandri y Palma",1932-12-25,1938-12-24,"Regular","Regular","Regular","M",1868
"689","CHL-1938","8200ff8e-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Aguirre Cerda",1938-12-24,1941-11-25,"Regular","Natural Death","Regular","M",1879
"690","CHL-1942","82013061-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Rios Morales",1942-04-01,1946-01-17,"Regular","Retired Due to Ill Health","Regular","M",1888
"691","CHL-1946-5","82016136-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Gonzalez Videla",1946-11-03,1952-11-03,"Regular","Regular","Regular","M",1898
"692","CHL-1952","1974e138-3bbd-11e5-afeb-eb6f07f9fec7",155,"CHL","Chile","Americas","Ibanez Campo",1952-11-03,1958-11-03,"Regular","Regular","Regular","M",1877
"693","CHL-1958","82019208-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Alessandri Rodriguez",1958-11-03,1964-11-03,"Regular","Regular","Regular","M",1896
"694","CHL-1964","82019209-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Frei Montalva",1964-11-03,1970-11-03,"Regular","Regular","Regular","M",1911
"695","CHL-1970","8201920a-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Allende",1970-11-04,1973-09-11,"Regular","Irregular","Removed by Military, without Foreign Support","M",1908
"696","CHL-1973","8201c2dc-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Pinochet",1973-09-11,1990-03-11,"Irregular","Regular","Regular","M",1915
"697","CHL-1990","8201c2dd-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Aylwin",1990-03-11,1994-03-11,"Regular","Regular","Regular","M",1918
"698","CHL-1994","8201c2de-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Frei Ruiz-Tagle",1994-03-11,2000-03-11,"Regular","Regular","Regular","M",1942
"699","CHL-2000","8201f3b0-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Ricardo Lagos Escobar",2000-03-12,2006-03-11,"Regular","Regular","Regular","M",1928
"700","CHL-2006","8250bb5d-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Michelle Bachelet",2006-03-11,2010-03-11,"Regular","Regular","Regular","F",1951
"701","CHL-2010","149e15be-aae0-11e4-b3bc-29f2fa19767e",155,"CHL","Chile","Americas","Sebastian Piñera",2010-03-11,2014-03-11,"Regular","Regular","Regular","M",1949
"702","CHL-2014","8250bb5d-1e42-11e4-b4cd-db5882bf8def",155,"CHL","Chile","Americas","Michelle Bachelet",2014-03-11,2018-03-11,"Regular","Regular","Still in Office","F",1951
"703","CHL_2018_1",NA,155,"CHL","Chile","Americas","Sebastian Pinera",2018-03-11,2022-03-11,"Regular","Regular","Regular","M",1949
"704","CHL_2022_1",NA,155,"CHL","Chile","Americas","Gabriel Boric",2022-03-11,2024-07-04,"Regular","Still in Office","Still in Office","M",1986
"705","ARG-1874","8201f3b1-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Avellanda",1874-10-12,1880-09-21,"Regular","Regular","Regular","M",1836
"706","ARG-1880","8201f3b2-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Roca",1880-09-21,1886-10-12,"Regular","Regular","Regular","M",1843
"707","ARG-1886","8202248e-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Celman",1886-10-12,1890-08-05,"Regular","Regular","Regular","M",1844
"708","ARG-1890","8202248f-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Pellegrini",1890-08-05,1892-10-12,"Regular","Regular","Regular","M",1846
"709","ARG-1892","82022490-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","L.S. Pena",1892-10-12,1895-01-23,"Regular","Regular","Regular","M",1822
"710","ARG-1895","82025562-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","J. Evaristo Uriburu",1895-01-23,1898-10-12,"Regular","Regular","Regular","M",1831
"711","ARG-1898","8201f3b2-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Roca",1898-10-12,1904-10-12,"Regular","Regular","Regular","M",1843
"712","ARG-1904","82025563-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Quintana",1904-10-12,1906-03-12,"Regular","Natural Death","Regular","M",1835
"713","ARG-1906","82025564-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Alcorta",1906-03-12,1910-10-12,"Regular","Regular","Regular","M",1860
"714","ARG-1910","82028636-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","R.S. Pena",1910-10-12,1913-10-06,"Regular","Retired Due to Ill Health","Regular","M",1851
"715","ARG-1913","82028637-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","de la Plaza",1913-10-06,1916-10-12,"Regular","Regular","Regular","M",1840
"716","ARG-1916","82028638-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Irigoyen",1916-10-12,1922-10-12,"Regular","Regular","Regular","M",1852
"717","ARG-1922","8202b70a-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","de Alvear",1922-10-12,1928-10-12,"Regular","Regular","Regular","M",1868
"718","ARG-1928","82028638-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Irigoyen",1928-10-12,1930-09-06,"Regular","Irregular","Removed by Military, without Foreign Support","M",1852
"719","ARG-1930","8202b70b-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","J. Felix Uriburu",1930-09-06,1932-02-20,"Irregular","Regular","Regular","M",1868
"720","ARG-1932","8202b70c-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Justo",1932-02-20,1938-02-20,"Regular","Regular","Regular","M",1876
"721","ARG-1938","8202e7de-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Ortiz",1938-02-20,1942-06-22,"Regular","Retired Due to Ill Health","Regular","M",1886
"722","ARG-1942","8202e7df-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Castillo",1942-06-27,1943-06-05,"Regular","Irregular","Removed by Military, without Foreign Support","M",1873
"723","ARG-1944","820318b3-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Farrell",1944-03-10,1946-06-04,"Regular","Regular","Regular","M",1887
"724","ARG-1946","820318b4-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Peron",1946-06-04,1955-09-20,"Regular","Irregular","Removed by Military, without Foreign Support","M",1895
"725","ARG-1955-2","82034986-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Aramburu",1955-11-13,1958-05-01,"Irregular","Regular","Regular","M",1903
"726","ARG-1958","82034987-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Frondizi",1958-05-01,1962-03-29,"Regular","Irregular","Removed by Military, without Foreign Support","M",1908
"727","ARG-1962","82034988-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Guido",1962-03-29,1963-10-12,"Regular","Regular","Regular","M",1910
"728","ARG-1963","82037a5a-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Arturo Illia",1963-10-12,1966-06-28,"Regular","Irregular","Removed by Military, without Foreign Support","M",1900
"729","ARG-1966","82037a5b-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Ongania",1966-06-28,1970-06-08,"Irregular","Irregular","Removed by Military, without Foreign Support","M",1914
"730","ARG-1970-2","8203ab2e-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Levingston",1970-06-18,1971-03-22,"Regular","Irregular","Removed in Military Power Struggle Short of Coup","M",1920
"731","ARG-1971","82037a5c-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Lanusse",1971-03-25,1973-05-25,"Irregular","Regular","Regular","M",1918
"732","ARG-1974","8203dc03-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Peron, Isabel",1974-07-01,1976-03-29,"Regular","Irregular","Removed by Military, without Foreign Support","F",1931
"733","ARG-1976","8203dc04-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Videla",1976-03-29,1981-03-29,"Irregular","Regular","Regular","M",1925
"734","ARG-1982-2","82043db5-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Bignone",1982-07-01,1983-12-10,"Regular","Regular","Regular","M",1928
"735","ARG-1983","82043db6-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Alfonsin",1983-12-10,1989-07-08,"Regular","Regular","Regular","M",1926
"736","ARG-1989","82046e88-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Menem",1989-07-08,1999-12-10,"Regular","Regular","Regular","M",1930
"737","ARG-1999","82046e89-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","de la Rua",1999-12-10,2001-12-21,"Regular","Regular","Regular","M",1937
"738","ARG-2002","82049f5d-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Eduardo Duhalde",2002-01-02,2003-05-25,"Regular","Regular","Regular","M",1941
"739","ARG-2003","82049f5e-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Nestor Kirchner",2003-05-25,2007-12-10,"Regular","Regular","Regular","M",1950
"740","ARG-2007","8250bb5e-1e42-11e4-b4cd-db5882bf8def",160,"ARG","Argentina","Americas","Fernandez de Kirchner",2007-12-10,2015-12-10,"Regular","Regular","Regular","F",1953
"741","ARG_2015_1",NA,160,"ARG","Argentina","Americas","Mauricio Macri",2015-12-10,2019-12-10,"Regular","Regular","Regular","M",1959
"742","ARG_2019_1",NA,160,"ARG","Argentina","Americas","Alberto Fernandez",2019-12-10,2023-12-10,"Regular","Regular","Regular","M",1959
"743","URU-1873","82049f5f-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Jose Eugenio Ellauri",1873-02-15,1875-01-15,"Regular","Irregular","Unknown","M",1834
"744","URU-1875","19752f58-3bbd-11e5-afeb-eb6f07f9fec7",165,"URU","Uruguay","Americas","Pedro Varela Olivera",1875-01-15,1876-03-10,"Irregular","Irregular","Unknown","M",1837
"745","URU-1876","8204d030-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Lorenzo Latorre",1876-03-10,1879-02-14,"Irregular","Regular","Regular","M",1844
"746","URU-1879-2","8204d030-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Lorenzo Latorre",1879-03-01,1880-03-15,"Regular","Regular","Regular","M",1844
"747","URU-1880","8204d031-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Francisco Antonino Vidal",1880-03-15,1882-02-28,"Regular","Irregular","Unknown","M",1827
"748","URU-1882","8204d032-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Maximo Santos",1882-03-01,1886-03-01,"Irregular","Regular","Regular","M",1847
"749","URU-1886-3","8204d033-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Maximo Tajes",1886-11-18,1890-03-01,"Regular","Regular","Regular","M",1852
"750","URU-1890","8204d034-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Julio Herrera y Obes",1890-03-01,1894-03-01,"Regular","Regular","Regular","M",1841
"751","URU-1894","82050104-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Juan Idiarte Borda",1894-03-21,1897-08-25,"Regular","Irregular","Unknown","M",1844
"752","URU-1897","82050105-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Juan Lindolfo Cuestas",1897-08-25,1903-03-01,"Irregular","Regular","Regular","M",1837
"753","URU-1903","82050106-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Jose Batlle y Ordonez",1903-03-01,1907-03-01,"Regular","Regular","Regular","M",1856
"754","URU-1907","82050107-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Claudio Williman",1907-03-01,1911-03-01,"Regular","Regular","Regular","M",1863
"755","URU-1911","82050106-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Jose Batlle y Ordonez",1911-03-01,1915-03-01,"Regular","Regular","Regular","M",1856
"756","URU-1915","82050108-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Feliciano Viera",1915-03-01,1919-03-01,"Regular","Regular","Regular","M",1872
"757","URU-1919","820531d8-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Baltasar Brum",1919-03-05,1923-03-01,"Regular","Regular","Regular","M",1883
"758","URU-1923","820531d9-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Serrato",1923-03-01,1927-03-01,"Regular","Regular","Regular","M",1868
"759","URU-1927","820531da-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Campisteguy",1927-03-01,1931-03-01,"Regular","Regular","Regular","M",1859
"760","URU-1931","820531db-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Terra",1931-03-01,1938-06-18,"Regular","Regular","Regular","M",1873
"761","URU-1938","820562ac-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Baldomir",1938-06-19,1943-03-01,"Regular","Regular","Regular","M",1884
"762","URU-1943","820562ad-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Amezaga",1943-03-01,1947-03-01,"Regular","Regular","Regular","M",1881
"763","URU-1947-2","820562af-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Batlle Berres",1947-08-01,1951-03-01,"Regular","Regular","Regular","M",1897
"764","URU-1951","820562b0-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Martinez Trueba",1951-03-01,1955-03-01,"Regular","Regular","Regular","M",1884
"765","URU-1955","820562af-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Batlle Berres",1955-03-01,1956-03-01,"Regular","Regular","Regular","M",1897
"766","URU-1956","82059380-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Zubiria",1956-03-01,1957-03-01,"Regular","Regular","Regular","M",1901
"767","URU-1957","82059381-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Lezama",1957-03-01,1958-03-01,"Regular","Regular","Regular","M",1899
"768","URU-1958","8205c454-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Fisher",1958-03-01,1959-03-01,"Regular","Regular","Regular","M",1903
"769","URU-1959","8205c455-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Echegoyen",1959-03-02,1960-03-01,"Regular","Regular","Regular","M",1892
"770","URU-1960","8205c456-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Nardone",1960-03-01,1961-03-01,"Regular","Regular","Regular","M",1907
"771","URU-1961","8205c457-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Haedo",1961-03-01,1962-03-01,"Regular","Regular","Regular","M",1898
"772","URU-1962","8205c458-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Harrison",1962-03-01,1963-03-01,"Regular","Regular","Regular","M",1900
"773","URU-1963","8205f532-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Crespo",1963-03-01,1964-03-02,"Regular","Regular","Regular","M",1901
"774","URU-1964","8205f533-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Giannattasio",1964-03-02,1965-02-07,"Regular","Natural Death","Regular","M",1895
"775","URU-1965","8205f534-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Beltran",1965-02-07,1966-03-01,"Regular","Regular","Regular","M",1914
"776","URU-1966","82062606-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Heber Usher",1966-03-01,1967-03-01,"Regular","Regular","Regular","M",1916
"777","URU-1967-1","82062607-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Gestido",1967-03-01,1967-12-06,"Regular","Natural Death","Regular","M",1901
"778","URU-1967-2","82062608-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Pacheco Areco",1967-12-06,1972-03-01,"Regular","Regular","Regular","M",1920
"779","URU-1972","820656da-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Bordaberry",1972-03-01,1976-06-12,"Regular","Irregular","Removed by Military, without Foreign Support","M",1928
"780","URU-1976-2","820656dc-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Mendez Manfredini",1976-09-01,1981-09-01,"Irregular","Regular","Regular","M",1904
"781","URU-1981","820687ae-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Alvarez Armalino",1981-09-01,1985-03-01,"Irregular","Regular","Regular","M",1925
"782","URU-1985","820687af-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Sanguinetti",1985-03-01,1990-03-01,"Regular","Regular","Regular","M",1936
"783","URU-1990","820687b0-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Lacalle de Herrera",1990-03-01,1995-03-01,"Regular","Regular","Regular","M",1941
"784","URU-1995","820687af-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Sanguinetti",1995-03-01,2000-03-01,"Regular","Regular","Regular","M",1936
"785","URU-2000","8206b882-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Jorge Batlle",2000-03-02,2005-03-01,"Regular","Regular","Regular","M",1927
"786","URU-2005","8250ec2c-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Tabare Vazquez",2005-03-01,2010-03-01,"Regular","Regular","Regular","M",1940
"787","URU-2010","8250ec2d-1e42-11e4-b4cd-db5882bf8def",165,"URU","Uruguay","Americas","Jose Mujica",2010-03-01,2015-03-01,"Regular","Regular","Regular","M",1935
"788","URU-2015","0edcc4a2-df39-11e5-ba44-bb6d7c1a9a58",165,"URU","Uruguay","Americas","Tabare Vasquez",2015-03-01,2020-03-01,"Regular","Regular","Still in Office","M",1940
