"","obsid","leadid","ccode","idacr","country","continent","leader","startdate","enddate","entry","exit","exitcode","gender","yrborn"
"1295","ITA-1873","19775238-3bbd-11e5-afeb-eb6f07f9fec7",325,"ITA","Italy","Europe","Minghetti",1873-08-10,1876-03-18,"Regular","Regular","Regular","M",1818
"1296","ITA-1876","821875e0-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Depretis",1876-03-25,1878-03-11,"Regular","Regular","Regular","M",1813
"1297","ITA-1879","821875e1-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Cairoli",1879-07-12,1881-05-14,"Regular","Regular","Regular","M",1825
"1298","ITA-1881","821875e0-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Depretis",1881-05-28,1887-07-29,"Regular","Natural Death","Regular","M",1813
"1299","ITA-1887","821875e2-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Crispi",1887-08-08,1891-01-31,"Regular","Regular","Regular","M",1819
"1300","ITA-1891","821875e3-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Rudini",1891-02-09,1892-05-05,"Regular","Regular","Regular","M",1839
"1301","ITA-1892","821875e4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Giolitti",1892-05-15,1893-11-24,"Regular","Regular","Regular","M",1842
"1302","ITA-1893","821875e2-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Crispi",1893-12-10,1896-03-05,"Regular","Regular","Regular","M",1819
"1303","ITA-1896","821875e3-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Rudini",1896-03-10,1898-06-18,"Regular","Regular","Regular","M",1839
"1304","ITA-1898","8218a6b4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Pelloux",1898-06-29,1900-06-18,"Regular","Regular","Regular","M",1839
"1305","ITA-1901","8218a6b6-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Zanardelli",1901-02-15,1903-10-21,"Regular","Retired Due to Ill Health","Regular","M",1826
"1306","ITA-1903","821875e4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Giolitti",1903-11-03,1905-03-04,"Regular","Regular","Regular","M",1842
"1307","ITA-1905","8218a6b7-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Fortis",1905-03-27,1906-02-01,"Regular","Regular","Regular","M",1842
"1308","ITA-1906-2","821875e4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Giolitti",1906-05-29,1909-12-02,"Regular","Regular","Regular","M",1842
"1309","ITA-1910","8218d788-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Luzzati",1910-03-30,1911-03-20,"Regular","Regular","Regular","M",1841
"1310","ITA-1911","821875e4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Giolitti",1911-03-27,1914-03-10,"Regular","Regular","Regular","M",1842
"1311","ITA-1914","8218d789-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Salandra",1914-03-21,1916-06-12,"Regular","Regular","Regular","M",1853
"1312","ITA-1916","8218d78a-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Boselli",1916-06-17,1917-10-30,"Regular","Regular","Regular","M",1838
"1313","ITA-1917","8218d78b-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Orlando",1917-10-30,1919-06-19,"Regular","Regular","Regular","M",1860
"1314","ITA-1919","8218d78c-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Nitti",1919-06-23,1920-06-09,"Regular","Regular","Regular","M",1868
"1315","ITA-1920","821875e4-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Giolitti",1920-06-16,1921-06-26,"Regular","Regular","Regular","M",1842
"1316","ITA-1922-2","82190867-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Mussolini",1922-10-30,1943-07-25,"Regular","Irregular","Removed by Other Government Actors, without Foreign Support","M",1883
"1317","ITA-1943","82190868-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Badoglio",1943-07-28,1944-06-04,"Irregular","Regular","Regular","M",1871
"1318","ITA-1944","8218d78d-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Bonomi",1944-06-09,1945-06-20,"Regular","Regular","Regular","M",1873
"1319","ITA-1945-2","8219086a-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","de Gasperi",1945-12-10,1953-07-28,"Regular","Regular","Regular","M",1881
"1320","ITA-1954-2","8219393b-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Scelba",1954-02-09,1955-06-22,"Regular","Regular","Regular","M",1901
"1321","ITA-1955","8219393c-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Segni",1955-07-06,1957-05-06,"Regular","Regular","Regular","M",1891
"1322","ITA-1957","8219393d-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Zoli",1957-05-19,1958-06-19,"Regular","Regular","Regular","M",1887
"1323","ITA-1959","8219393c-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Segni",1959-02-15,1960-02-24,"Regular","Regular","Regular","M",1891
"1324","ITA-1960-2","8219393a-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Fanfani",1960-07-26,1963-05-16,"Regular","Regular","Regular","M",1908
"1325","ITA-1963-2","82196a0e-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Moro",1963-12-05,1968-06-05,"Regular","Regular","Regular","M",1916
"1326","ITA-1968-2","82196a0f-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Rumor",1968-12-13,1970-07-06,"Regular","Regular","Regular","M",1915
"1327","ITA-1970","82196a10-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Colombo",1970-08-06,1972-01-15,"Regular","Regular","Regular","M",1920
"1328","ITA-1972","82196a11-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Andreotti",1972-02-18,1973-06-12,"Regular","Regular","Regular","M",1919
"1329","ITA-1973","82196a0f-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Rumor",1973-07-08,1974-11-23,"Regular","Regular","Regular","M",1915
"1330","ITA-1974","82196a0e-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Moro",1974-11-23,1976-07-30,"Regular","Regular","Regular","M",1916
"1331","ITA-1976","82196a11-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Andreotti",1976-07-30,1979-08-05,"Regular","Regular","Regular","M",1919
"1332","ITA-1979","82196a12-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Cossiga",1979-08-05,1980-10-18,"Regular","Regular","Regular","M",1928
"1333","ITA-1981","82199ae2-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Spadolini",1981-06-28,1982-11-30,"Regular","Regular","Regular","M",1925
"1334","ITA-1983","82199ae3-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Craxi",1983-08-04,1987-04-18,"Regular","Regular","Regular","M",1934
"1335","ITA-1988","82199ae5-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Mita",1988-04-13,1989-07-12,"Regular","Regular","Regular","M",1928
"1336","ITA-1989","82196a11-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Andreotti",1989-07-23,1992-06-28,"Regular","Regular","Regular","M",1919
"1337","ITA-1992","82199ae6-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Amato",1992-06-28,1993-04-29,"Regular","Regular","Regular","M",1938
"1338","ITA-1993","82199ae7-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Ciampi",1993-04-29,1994-05-11,"Regular","Regular","Regular","M",1920
"1339","ITA-1995","8219cbb7-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Dini",1995-01-17,1996-05-18,"Regular","Regular","Regular","M",1931
"1340","ITA-1996","35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7",325,"ITA","Italy","Europe","Prodi",1996-05-18,1998-10-21,"Regular","Regular","Regular","M",1939
"1341","ITA-1998","8219cbb9-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","D'Alema",1998-10-21,2000-04-26,"Regular","Regular","Regular","M",1949
"1342","ITA-2000","82199ae6-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Amato",2000-04-26,2001-06-11,"Regular","Regular","Regular","M",1938
"1343","ITA-2001","8219cbb6-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Berlusconi",2001-06-11,2006-05-17,"Regular","Regular","Regular","M",1936
"1344","ITA-2006","35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7",325,"ITA","Italy","Europe","Prodi",2006-05-17,2008-05-08,"Regular","Regular","Regular","M",1939
"1345","ITA-2008","8219cbb6-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Berlusconi",2008-05-08,2011-11-16,"Regular","Regular","Regular","M",1936
"1346","ITA-2011","8251e055-1e42-11e4-b4cd-db5882bf8def",325,"ITA","Italy","Europe","Monti",2011-11-16,2013-04-28,"Regular","Regular","Regular","M",1943
"1347","ITA-2013","2b37a458-3481-11e4-8dba-bbcd9ed46413",325,"ITA","Italy","Europe","Letta",2013-04-28,2014-02-22,"Regular","Regular","Regular","M",1966
"1348","ITA-2014","149e63e6-aae0-11e4-b3bc-29f2fa19767e",325,"ITA","Italy","Europe","Renzi",2014-02-22,2016-12-12,"Regular","Regular","Still in Office","M",1975
"1349","ITA_2016_1",NA,325,"ITA","Italy","Europe","Gentiloni",2016-12-12,2018-06-01,"Regular","Regular","Regular","M",1954
"1350","ITA_2018_1",NA,325,"ITA","Italy","Europe","Conte",2018-06-01,2021-02-13,"Regular","Regular","Regular","M",1964
"1351","ITA_2021_1",NA,325,"ITA","Italy","Europe","Draghi",2021-02-13,2022-10-22,"Regular","Regular","Regular","M",1947
"1352","ITA_2022_1",NA,325,"ITA","Italy","Europe","Giorgia Meloni",2022-10-22,2024-07-04,"Regular","Still in Office","Still in Office","F",1977
"1353","MLT-1962","8219cbba-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Olivier",1962-03-05,1971-06-21,"Regular","Regular","Regular","M",1911
"1354","MLT-1971","8219cbbb-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Mintoff",1971-06-21,1984-12-22,"Regular","Regular","Regular","M",1916
"1355","MLT-1984","8219cbbc-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Bonnici",1984-12-22,1987-05-12,"Regular","Regular","Regular","M",1933
"1356","MLT-1987","8219fc8a-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Adami",1987-05-12,1996-10-28,"Regular","Regular","Regular","M",1934
"1357","MLT-1996","8219fc8b-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Sant",1996-10-28,1998-09-06,"Regular","Regular","Regular","M",1948
"1358","MLT-1998","8219fc8a-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Adami",1998-09-06,2004-03-23,"Regular","Regular","Regular","M",1934
"1359","MLT-2004","82521124-1e42-11e4-b4cd-db5882bf8def",338,"MLT","Malta","Europe","Gonzi",2004-03-23,2013-03-11,"Regular","Regular","Regular","M",1953
"1360","MLT-2013","2b3a05ae-3481-11e4-8dba-bbcd9ed46413",338,"MLT","Malta","Europe","Muscat",2013-03-11,2020-01-12,"Regular","Irregular","Still in Office","M",1974
"1361","MLT_2020_1",NA,338,"MLT","Malta","Europe","Robert Abela",2020-01-12,2024-07-04,"Regular","Still in Office","Still in Office","M",1977
"1362","ALB-1912","8219fc8c-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Ismail Qemali Bej",1912-11-29,1914-01-22,"Irregular","Irregular","Unknown","M",1844
"1363","ALB-1914-3","821a2d5f-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Esat Pashe Toptani",1914-10-05,1916-02-24,"Irregular","Foreign","Unknown","M",1863
"1364","ALB-1918","821a2d60-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Turkhan Pasha",1918-12-28,1920-03-27,"Foreign Imposition","Regular","Regular","M",1839
"1365","ALB-1920-2","821a2d62-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Vrioni",1920-12-11,1921-10-17,"Regular","Regular","Regular","M",1883
"1366","ALB-1921-4","821a5e35-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Djafer Ypi",1921-12-24,1922-12-02,"Regular","Regular","Regular","M",1880
"1367","ALB-1922","821a5e36-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Zogu",1922-12-03,1924-03-03,"Regular","Regular","Regular","M",1895
"1368","ALB-1925","821a5e36-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Zogu",1925-01-10,1939-04-12,"Irregular","Foreign","Removed through Threat of Foreign Force","M",1895
"1369","ALB-1944","821a8f08-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Hoxha",1944-11-29,1985-04-11,"Irregular","Natural Death","Regular","M",1908
"1370","ALB-1985","821a8f09-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Alia",1985-04-13,1992-04-03,"Regular","Regular","Regular","M",1925
"1371","ALB-1992","35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7",339,"ALB","Albania","Europe","Berisha",1992-04-09,1997-07-24,"Regular","Regular","Regular","M",1944
"1372","ALB-1997","821abfda-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Fatos Nano",1997-07-24,1998-10-02,"Regular","Regular","Regular","M",1952
"1373","ALB-1998","821abfdb-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Majko",1998-10-02,1999-10-29,"Regular","Regular","Regular","M",1967
"1374","ALB-1999","821abfdc-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Meta",1999-10-29,2002-02-22,"Regular","Regular","Regular","M",1969
"1375","ALB-2002-2","821abfda-1e42-11e4-b4cd-db5882bf8def",339,"ALB","Albania","Europe","Fatos Nano",2002-07-31,2005-09-11,"Regular","Regular","Regular","M",1952
"1376","ALB-2005","35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7",339,"ALB","Albania","Europe","Berisha",2005-09-11,2013-09-15,"Regular","Regular","Regular","M",1944
"1377","ALB-2013","149e63e7-aae0-11e4-b3bc-29f2fa19767e",339,"ALB","Albania","Europe","Rama",2013-09-15,2024-07-04,"Regular","Still in Office","Still in Office","M",1964
"1378","SER-1882","821abfdd-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Milan I",1882-03-06,1889-03-06,"Irregular","Regular","Regular","M",1854
"1379","SER-1889","821abfde-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Ristic (Regency)",1889-03-06,1893-04-13,"Regular","Irregular","Unknown","M",1831
"1380","SER-1893","821abfdf-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Alexander I",1893-04-13,1903-06-11,"Irregular","Irregular","Unknown","M",1876
"1381","SER-1903","821af0b8-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Peter I",1903-06-15,1914-06-24,"Irregular","Retired Due to Ill Health","Regular","M",1844
"1382","SER-1914","821af0b9-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Alexander",1914-06-24,1915-10-01,"Regular","Foreign","Unknown","M",1888
"1383","SER_2006_1",NA,340,"SER","Serbia","Europe","Kostunica",2006-04-06,2008-07-07,"Regular","Regular","Regular","M",1944
"1384","SER-2006","821be4de-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Kostunica",2006-06-04,2008-07-07,"Regular","Regular","Regular","M",1944
"1385","SER-2008","82521128-1e42-11e4-b4cd-db5882bf8def",340,"SER","Serbia","Europe","Cvetkovic",2008-07-07,2012-07-27,"Regular","Regular","Regular","M",1950
"1386","SER-2012","2b3a05af-3481-11e4-8dba-bbcd9ed46413",340,"SER","Serbia","Europe","Dacic",2012-07-27,2014-04-27,"Regular","Regular","Regular","M",1966
"1387","SER-2014","149e63e8-aae0-11e4-b3bc-29f2fa19767e",340,"SER","Serbia","Europe","Vucic",2014-04-27,2017-05-31,"Regular","Regular","Still in Office","M",1970
"1388","SER_2017_2",NA,340,"SER","Serbia","Europe","Brnabic",2017-06-29,2024-07-04,"Regular","Still in Office","Still in Office","F",1975
"1389","MNG-1860","821af0ba-1e42-11e4-b4cd-db5882bf8def",341,"MNG",NA,NA,"Nikola I Petrovic-Njegos",1860-08-13,1917-01-17,"Regular","Foreign","Unknown","M",1841
"1390","MAC-1991","821af0bb-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Nikola Kljusev",1991-01-27,1992-08-17,"Irregular","Regular","Regular","M",1927
"1391","MAC-1992","821af0bc-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Crvenkovski",1992-08-17,1998-11-30,"Regular","Regular","Regular","M",1962
"1392","MAC-1998","821b218c-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Georgievski",1998-11-30,2002-11-01,"Regular","Regular","Regular","M",1966
"1393","MAC-2002","821af0bc-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Crvenkovski",2002-11-01,2004-05-12,"Regular","Regular","Regular","M",1962
"1394","MAC-2004-4","821b218f-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Vlado Buckovski",2004-12-17,2006-08-27,"Regular","Regular","Regular","M",1962
"1395","MAC-2006","82521126-1e42-11e4-b4cd-db5882bf8def",343,"MAC","Macedonia","Europe","Gruevski",2006-08-27,2016-01-15,"Regular","Regular","Still in Office","M",1970
"1396","MAC_2016_1",NA,343,"MAC","Macedonia","Europe","Emil Dimitriev",2016-01-15,2017-05-31,"Regular","Regular","Regular","M",1979
"1397","MAC_2017_1",NA,343,"MAC","Macedonia","Europe","Zoran Zaev",2017-05-31,2020-01-03,"Regular","Regular","Regular","M",1974
"1398","MAC_2020_2",NA,343,"MAC","Macedonia","Europe","Zoran Zaev",2020-08-30,2022-01-16,"Regular","Regular","Regular","M",1974
"1399","MAC_2022_1",NA,343,"MAC","Macedonia","Europe","Kovacevski",2022-01-16,2024-07-04,"Regular","Still in Office","Still in Office","M",1974
"1400","CRO-1990","821b2190-1e42-11e4-b4cd-db5882bf8def",344,"CRO","Croatia","Europe","Tudjman",1990-05-30,1999-11-26,"Regular","Natural Death","Regular","M",1922
"1401","CRO-2000-2","821b5262-1e42-11e4-b4cd-db5882bf8def",344,"CRO","Croatia","Europe","Mesic",2000-02-18,2010-02-18,"Regular","Regular","Regular","M",1934
"1402","CRO-2010","82521127-1e42-11e4-b4cd-db5882bf8def",344,"CRO","Croatia","Europe","Josipovic",2010-02-18,2015-02-18,"Regular","Regular","Regular","M",1957
"1403","CRO-2015","0edcebb1-df39-11e5-ba44-bb6d7c1a9a58",344,"CRO","Croatia","Europe","Kolinda Grabar-Kitarovic",2015-02-19,2020-02-18,"Regular","Regular","Still in Office","F",1968
"1404","CRO_2020_1",NA,344,"CRO","Croatia","Europe","Zoran Milanovic",2020-02-18,2024-07-04,"Regular","Still in Office","Still in Office","M",1966
"1405","YUG-1918","19777948-3bbd-11e5-afeb-eb6f07f9fec7",345,"YUG","Yugoslavia","Europe","Alexander",1918-12-01,1934-10-09,"Regular","Irregular","Assassination by Unsupported Individual","M",1888
"1406","YUG-1934","821b5263-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Prince Paul",1934-10-09,1941-03-27,"Regular","Irregular","Removed by Military, without Foreign Support","M",1893
"1407","YUG-1945","821b8334-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Tito",1945-03-06,1980-05-04,"Irregular","Natural Death","Regular","M",1892
"1408","YUG-1980-2","821b8336-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Mijatovic",1980-05-15,1981-05-15,"Regular","Regular","Regular","M",1912
"1409","YUG-1981","821b8337-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Kraigher",1981-05-15,1982-05-16,"Regular","Regular","Regular","M",1914
"1410","YUG-1982","821b8338-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Stambolic",1982-05-16,1983-05-13,"Regular","Regular","Regular","M",1912
"1411","YUG-1983","821bb408-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Spiljac",1983-05-13,1984-05-15,"Regular","Regular","Regular","M",1916
"1412","YUG-1984","821bb409-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Djuranovic",1984-05-15,1985-05-15,"Regular","Regular","Regular","M",1926
"1413","YUG-1985","821bb40a-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Vlajkovic",1985-05-15,1986-05-15,"Regular","Regular","Regular","M",1922
"1414","YUG-1986","821bb40b-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Hasani",1986-05-15,1987-05-15,"Regular","Regular","Regular","M",1922
"1415","YUG-1987","821bb40c-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Mojsov",1987-05-15,1988-05-15,"Regular","Regular","Regular","M",1920
"1416","YUG-1988","821be4dc-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Dizarevic",1988-05-15,1989-05-15,"Regular","Regular","Regular","M",1926
"1417","YUG-1989","821be4dd-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Milosevic",1989-05-15,2000-10-07,"Regular","Regular","Regular","M",1941
"1418","YUG-2000","821be4de-1e42-11e4-b4cd-db5882bf8def",345,"YUG","Yugoslavia","Europe","Kostunica",2000-10-08,2003-03-07,"Regular","Regular","Regular","M",1944
"1419","YUG-2003","b8187036-4fbb-11e5-b438-d954e400443c",345,"YUG","Yugoslavia","Europe","Svetozar Marovic",2003-03-07,2006-06-04,"Regular","Regular","Regular","M",1955
"1420","BOS-1990","35bae2e8-3bbd-11e5-afeb-eb6f07f9fec7",346,"BOS","Bosnia","Europe","Izetbegovic",1990-12-20,1998-10-13,"Regular","Regular","Regular","M",1925
"1421","BOS-2011","82524203-1e42-11e4-b4cd-db5882bf8def",346,"BOS","Bosnia","Europe","Zeljko Komsic",2011-07-10,2014-03-10,"Regular","Regular","Regular","M",1964
"1422","KOS-2008","149e8af7-aae0-11e4-b3bc-29f2fa19767e",347,"KOS","Kosovo","Europe","Hashim Thaci",2008-02-17,2014-12-09,"Regular","Regular","Regular","M",1968
"1423","KOS-2014","149e8af8-aae0-11e4-b3bc-29f2fa19767e",347,"KOS","Kosovo","Europe","Isa Mustafa",2014-12-09,2017-09-09,"Regular","Regular","Still in Office","M",1951
"1424","KOS_2017_1",NA,347,"KOS","Kosovo","Europe","Ramush Haradinaj",2017-09-09,2020-02-03,"Regular","Regular","Regular","M",1968
